description,url,localisation,prix,agence,titre,infos
"butte aux cailles maison 188m2 butte aux cailles a deux pas de la butte aux cailles, maison d'architecte avec terrasse et cour arboree d'une surface de 188m2 carrez. construite sur plusieurs niveaux, elle se compose d'une entree, cuisine ouverte salle a manger ouvrant sur un espace exterieur, sejour, 4 chambres avec leur salle d'eau. un basement de 45 m2 complete l'ensemble. prestations soignees, parfait etat, calme et lumineux.",http://www.explorimmo.com/annonce-18249870-1.html,paris 13eme,1920000,agence varenne 6eme,vente maison 10 pieces 221 m2,"nombre de pieces : 10, surface : 221 m2, nombre de chambres : 4, anciennete : neuf, nombre de niveaux : 4, calme : oui, terrasse : oui, energie : nc, ges : nc"
"village leon maurice nordmann. exceptionnel, au coeur de ce village prise du nord du xiiieme arrondissement, a l'abri de tous, isambert vous propose un ensemble compose de deux ateliers d'artiste (278,76 m2) et d'une maison (156,16 m2) articule autour d'un patio de 64,70 m2, utilisable separement ou reunissable entierement tout en preservant l'espace exterieur. il s'agit d'un bien hors du commun.",http://www.explorimmo.com/annonce-6879608.html,"paris 13eme,",4490000,isambert espace arago,"vente maison 13 pieces 467,28 m2","nombre de pieces : 13, surface : 467,28 m2, nombre de chambres : 6, nombre de salles de bain : 6, nombre de niveaux : rez-de-chaussee, parking : oui, salle de bain : oui, terrasse : oui, energie : d (230), ges : d (35)"
"avenue des gobelins.. dans un immeuble de 1990, au 2eme etage avec ascenseur, . espace de 104m2 actuellement exploite en cabinet medical pouvant accueillir 3 praticiens, tres peu de mur porteur plan, plan modifiable.. bien en angle de rue tres lumineux et en parfait etat.. copropriete de lots charges annuelles : euros",http://www.explorimmo.com/annonce-6884694.html,paris 13eme,848000,orpi bellissimmo,vente maison 5 pieces 104 m2,"nombre de pieces : 5, surface : 104 m2, nombre de chambres : 4, energie : d (176), ges : b (9)"
"paris 13 - quartier maison blanche - au calme dans un environnement village, tres belle maison d'architecte, style loft, de 148 m2 repartis sur 2 niveaux. au rez-de-chaussee, un grand sejour avec cuisine americaine, une buanderie, 2 chambres, une salle de bains, 1 wc separe. au 1er niveau, une mezzanine en verre, 1 chambre, une salle d'eau, 1 dressing et un wc separe. un tres beau jardin complete ce bien. une place de parking. information sur la copropriete : 48 lots, montant moyen annuel de charges",http://www.explorimmo.com/annonce-6892292.html,"paris 13eme,",1285000,coldwell banker groupe demeure,vente maison 5 pieces 148 m2,"nombre de pieces : 5, surface : 148 m2, nombre de chambres : 3, nombre de salles de bain : 1, terrain : 34 m2, type de chauffage : chauffage electrique, exposition : nord-est, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : e (289), ges : c (17)"
"belle maison moderne esprit loft situee dans une copropriete, beneficiant d'une terrasse de 50m2 et de beaux volumes. entree, sejour, grande cuisine dinatoire, 3 chambres, 2 salles de bains, dressing et nombreux rangements. place de parking",http://www.explorimmo.com/annonce-6844478.html,"paris 13eme,",1280000,breteuil immobilier,vente maison 5 pieces 148 m2,"nombre de pieces : 5, surface : 148 m2 (loi carrez), nombre de chambres : 3, nombre de salles de bain : 2, type de chauffage : gaz, statut : libre, interphone : oui, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : e (250), ges : e (50)"
"belle maison atypique baignee de lumiere et pleine de charme organisee sur 3 niveaux avec de magnifiques volumes et beneficiant d'une jolie terrasse ensoleillee sans vis-a-vis. entree, salon avec cheminee, salle a manger, grand bureau, cuisine separee, 5 chambres, 2 salles de bains.grande cave. possibilite profession liberale.",http://www.explorimmo.com/annonce-6844368.html,"paris 13eme,",1395000,breteuil immobilier,vente maison 7 pieces 188 m2,"nombre de pieces : 7, surface : 188 m2 (loi carrez), nombre de chambres : 5, nombre de salles de bain : 2, type de chauffage : gaz, statut : libre, exposition : sud-ouest, cave : oui, cheminee : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, vue degagee : oui, energie : d (163), ges : d (29)"
"au calme et au coeur de la butte aux cailles, cette maison neuve d'architecte offre 188m2 repartis sur plusieurs niveaux. au niveau principal, l'entree avec rangements et wc invites est prolongee par un sejour borde par une cuisine haut de gamme, le tout ouvrant par une baie totalement coulissante sur un patio de 20m2 sans vis-a-vis. le premier etage comprend un salon et sa bibliotheque. le deuxieme etage accueille deux chambres et une salle de bain. le troisieme etage abrite la suite principale,",http://www.explorimmo.com/annonce-6951968.html,"paris 13eme,",1920000,espaces atypiques,vente maison 6 pieces 188 m2,"nombre de pieces : 6, surface : 188 m2, nombre de chambres : 3, nombre de salles de bain : 2, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : b (60), ges : b (7)"
"75013 - buttes aux cailles - maison blanche. nichee dans la verdure, nous vous proposons cette maison d'artiste contemporaine de 140m2 ( 136m2 carrez) sur deux niveaux et ses 50m2 de terrasse. un savant melange de verre et d'acier. tres beau salon ouvert sur une cuisine laquee et ses paves style 'metro'. hsp de 4m. plafond acoustique. !! des espaces separes pour les enfants et les parents. deux chambres en rez de chaussee ouvrant sur la terrasse. en etage une belle chambre parentale, sa salle d'eau",http://www.explorimmo.com/annonce-7074356.html,"paris 13eme,",1268000,trippier,vente maison 5 pieces 136 m2,"nombre de pieces : 5, surface : 136 m2, nombre de chambres : 3, terrasse : oui, energie : c (120), ges : d (35)"
"village tolbiac idealement situee dans une voie privee preservee, a proximite de tout, nous vous proposons cette maison moderne de 6 pieces et terrasses (surface carrez : 134,66 + superficie terrasses 79,88 m2 = superficie ponderee 158 m2) tres ensoleillee et calme. construite en 2004, elle beneficie d'un plan efficace et d'une grande fonctionnalite. en parfait etat et elegante, elle offre une vie familliale (5 chambres). un box pour 2 voitures est disponible au sous-sol (50.000 e, en sus). il s'agit",http://www.explorimmo.com/annonce-6871186.html,"paris 13eme,",1248000,isambert espace arago,vente maison 6 pieces 158 m2,"nombre de pieces : 6, surface : 158 m2, nombre de chambres : 5, nombre de niveaux : 2, energie : c (150), ges : d (35)"
"alesia - dans une impasse verdoyante, proche des ecoles et commerces d'alesia, belle maison familiale construite en 1850 d'une surface de 204 m2, agrementee d'un jardin de 140 m2. maison tres bien agencee: au rez-de-chausse se trouve un grand salon, un petit salon pouvant servir de bureau, une salle a manger ainsi qu'une cuisine. au premier etage, 4 grandes chambres avec 2 salles de bains. au deuxieme etage, ancien atelier d'artiste comprenant vaste grande piece avec belle hauteur sous plafond,",http://www.explorimmo.com/annonce-5363140.html,paris 14eme,1990000,agence vaneau 14eme,vente maison 8 pieces 204 m2,"nombre de pieces : 8, surface : 204 m2, nombre de chambres : 4, nombre de salles de bain : 2, exposition : non precise, salle de bain : oui, energie : e (232), ges : e (54)"
"paris 14eme - situee dans une impasse face au parc montsouris, cette maison d'architecte (marcel zielinski) est l'ancien atelier du peintre andre derain. elle dispose de 4 niveaux et d'un jardin de 50 m2 sur une surface totale d'environ 470 m2. au rez-de-jardin vous beneficiez d'un sejour de 57 m2 avec 6 metres de hauteur sous plafond, d'un salon, d'une cuisine dinatoire et d'un bureau. au 1er etage, deux chambres avec terrasse et un bureau. au 2eme etage, trois chambres, dont une chambre parentale",http://www.explorimmo.com/annonce-6670940.html,"paris 14eme,",4900000,novestia immobilier,vente maison 8 pieces 470 m2,"nombre de pieces : 8, surface : 470 m2, nombre de chambres : 5, energie : nc, ges : nc"
"proche du parc montsouris, au calme d'une impasse, cette maison de 480m2 , construite par l'architecte marcel zielinski, est constitue, au rez-de-jardin, d'un sejour-atelier de 57m2 (et 6m de hauteur sous plafond), d'un salon, d'une cuisine dinatoire (le tout donnant sur jardin) et d'un bureau ; au 1er etage : deux chambres avec leurs salles d'eau ainsi qu'une terrasse et un bureau ; au 2eme etage : deux chambres, une suite parentale avec terrasse et salle de bain. pour completer ce bien d'exception,",http://www.explorimmo.com/annonce-6663088.html,paris 14eme,5680000,mobilis,vente maison 9 pieces 480 m2,"nombre de pieces : 9, surface : 480 m2, nombre de chambres : 5, nombre de salles de bain : 1, cave : oui, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
maison alesia. 415 m2 + toit terrasse 60m2. 6 chambres 3.950.000 ,http://www.explorimmo.com/annonce-6776596.html,paris 14eme,3950000,maison mere immobillier,vente maison 8 pieces 415 m2,"nombre de pieces : 8, surface : 415 m2, nombre de chambres : 6, nombre de salles de bain : 2, exposition : sud-ouest, cave : oui, cheminee : oui, garage : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, visiophone : oui, vue degagee : oui, energie : nc, ges : nc"
"dans une voie privee, au calme, maison-atelier : entree, vaste sejour avec verriere verticale de 6 metres de hauteur, et verriere zenithale securisee, salle a manger, cuisine separee, bibliotheque, 3 chambres, salle de bains avec toilettes, salle de douche, toilettes separees. sous-sol amenage. possibilite exercice profession liberale en mixte.",http://www.explorimmo.com/annonce-6891146.html,"paris 14eme,",2370000,breteuil immobilier,vente maison 5 pieces 180 m2,"nombre de pieces : 5, surface : 180 m2, nombre de chambres : 3, nombre de salles de bain : 2, type de chauffage : habitat individuel habitat individuel, salle d'eau : oui, salle de bain : oui, energie : d (157), ges : e (36)"
"maison individuelle de caractere. rue raymond losserand 75014 paris. construction fin xix eme, debut xx eme siecle. belles pierres. 75 m2 de surface loi carrez et 36 m2 de surface annexe. metro: gaite (5 minutes a pied). au rez-de-chaussee: entree, double sejour 26 m2, cuisine equipee semi-ouverte cloison cintree. carrelage et parquet. au premier etage: deux chambres (environ 10 m2 chacune), un espace bureau, salle de bains (avec douche-baignoire), wc independant. parquet en chene massif et travail",http://www.explorimmo.com/annonce-6924588.html,"paris 14eme,",790000,paris profil immobilier,vente maison 4 pieces 75 m2,"nombre de pieces : 4, surface : 75 m2 (loi carrez), nombre de chambres : 2, nombre de salles de bain : 1, type de chauffage : gaz, statut : libre, exposition : sud-ouest, cave : oui, digicode : oui, salle de bain : oui, sous-sol : oui, energie : nc, ges : nc"
"villa seurat. rare hotel particulier 1925 signe andre lurcat dans une voie privee, bordee de maisons individuelles et d'ateliers d'artistes. 415m2 en r+3 + terrasses + toit terrasse arbore de 60m2 + sous- sol. vaste espace de reception de 90m2 style loft avec cheminee, cuisine ouverte et une terrasse de plain pied sans vis-a-vis. 5 chambres dont une superbe suite avec balcon-terrasse, 1 bureau ou 6eme chambre. tres beaux volumes. multiples expositions assurant grande luminosite et ensoleillement.",http://www.explorimmo.com/annonce-4657832.html,"paris 14eme,",3800000,saint hilaire immobilier,vente maison 8 pieces 415 m2,"nombre de pieces : 8, surface : 415 m2, nombre de chambres : 7, parking : oui, energie : nc, ges : nc"
"splendide maison art deco de 415m2, sur 4 niveaux, plans de andre lurcat, toit terrasse de 60m2 arbore, entree, bel espace de reception de plus de 90m2, tres lumineux compose d'un salon avec cheminee , d'une salle a manger et d'une cuisine ouverte avec acces direct sur une terrasse. au total 6 chambres , 2 salles de bains , 2 salles d'eau et une grande buanderie. au rez de chaussee un grand espace bureau avec possibilite d'activite commerciale. au sous-sol spa, tout equipe : sauna,, hammam et jacuzzi,",http://www.explorimmo.com/annonce-6954126.html,"paris 14eme,",3800000,breteuil immobilier,vente maison 10 pieces 415 m2,"nombre de pieces : 10, surface : 415 m2 (loi carrez), nombre de chambres : 9, energie : nc, ges : nc"
"rare. grande maison art deco de 415 m2. comprenant un grand sejour de 89 m2, 5 chambres, 1 cuisine amenagee, 2 salles de bain, 2 salles d'eau, terrasses de : 60 m2 et 26 m2. balcon de 18 m2, 2 bureaux (commercial), salle de remise en forme de 38 m2 (sauna, hammam, jacuzzi), caves et garage.",http://www.explorimmo.com/annonce-4616896.html,"paris 14eme,",3800000,agence gregoire de tours,vente maison 8 pieces 415 m2,"nombre de pieces : 8, surface : 415 m2, nombre de chambres : 5, balcon : oui, parking : oui, energie : nc, ges : nc"
superbe maison d'architecte realisee en 2007 - adresse protegee et discrete - calme absolu et verdure - tres beaux volumes - surface totale 335m2 - vaste reception lumineuse sur grande cour pavee privative - cuisine/salle a manger - 4 chambres - 3 salles de bains - grand sous-sol avec fenetres - tres grand studio independant de 47m2 avec belle hauteur sous plafond - atelier d'artiste de 58m2 - box - grande cave - quartier residentiel et familial - proximite de tous commerces et transports - metro alesia.,http://www.explorimmo.com/annonce-7045322.html,paris 14eme,3490000,agence pierres sa,vente maison 7 pieces 335 m2,"nombre de pieces : 7, surface : 335 m2, nombre de chambres : 5, exposition : non precise, cave : oui, digicode : oui, interphone : oui, parking : oui, energie : b (80), ges : c (20)"
"exceptionnelle maison d'architecte - cour arboree - alesia - insoupconnable au fond d'une petite impasse, cette maison aux superbes volumes se developpe sur 384 m2 et 3 niveaux. ideale pour une grande famille, elle s'articule autour d'une cour privative arboree de 150 m2. le premier niveau de plain pied sur la cour, se compose d'un vaste sejour, une cuisine dinatoire avec buanderie, une suite parentale avec salle de bains et dressing, vestiaire et wc invites. au niveau superieur, un vaste bureau",http://www.explorimmo.com/annonce-7045512.html,paris 14eme,3490000,dwm immobilier,vente maison 8 pieces 384 m2,"nombre de pieces : 8, surface : 384 m2, nombre de chambres : 5, exposition : non precise, box : oui, cave : oui, digicode : oui, interphone : oui, energie : b (86), ges : c (20)"
"entre pernety et montparnasse maison de 95,37m2 composee d'une entree, une cuisine ouverte amenagee, un sejour de 28m2 ouvrant sur jardin de 18m2 et wc. a l'etage : 3 chambres, salle d'eau et salle de bains avec wc. bon etat general. copropriete de 6 lots charges annuelles : 1200 euros.",http://www.explorimmo.com/annonce-7067068.html,paris 14eme,1040000,l'adresse didot immobilier,vente maison 5 pieces 95 m2,"nombre de pieces : 5, surface : 95 m2, nombre de chambres : 3, nombre de salles de bain : 1, terrain : 20 m2, digicode : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : d (212), ges : e (49)"
"quartier didot- maison d'exception de 110m2 (dont 101,85m2 loi carrez) en plein paris. dans une impasse fermee, securisee et tres privee, une charmante maison sur 3 etages de 5 pieces comprenant au rdc un grand sejour, une cuisine independante equipee et amenage donnant sur une cour privee et un wc independant. au 1er etage 2 chambres et une salle de bain avec wc. au 2eme etage, 3eme chambres independant avec beaucoup de charme. au sous sol, de nombreux rangements, une 4eme chambres, une salle de",http://www.explorimmo.com/annonce-6637404.html,paris 14eme,1125000,l'adresse didot immobilier,vente maison 5 pieces 110 m2,"nombre de pieces : 5, surface : 110 m2, nombre de chambres : 4, nombre de salles de bain : 2, salle de bain : oui, energie : nc, ges : nc"
vivez comme dans un petit village dans cette maison de ville au calme absolu dans une voie privee coupee de la circulation. maison sur trois niveaux avec terrasse et deux entrees. rez-de-chaussee: un grand salon/salle a manger; 1er etage: deux chambres et une salle de bains; 2eme etage: une chambre mansardee; sous-sol: une chambre et une salle de bains. charme et tranquillite pour ce bien atypique.,http://www.explorimmo.com/annonce-6644888.html,paris 14eme,1125000,lebonbien,vente maison 5 pieces 110 m2,"nombre de pieces : 5, surface : 110 m2, nombre de chambres : 4, nombre de salles de bain : 2, type de chauffage : habitat individuel, exposition : sud, energie : d (157), ges : e (37)"
"ancien immeuble d'habitation construit en 1885 et transforme en maison familiale de 280m2. le rez-de-chaussee se compose d'une vaste piece de vie de 74m2 avec cuisine ouverte et ouvrant sur un jardin sans vis-a-vis. le premier etage developpe trois chambres ainsi qu'une salle de bains. au deuxieme niveau, une suite parentale spacieuse avec salle de bains attenante et terrasse. un dernier niveau sur mezzanine abrite un espace bureau et un grenier. la dependance est accessible depuis la cuisine et",http://www.explorimmo.com/annonce-7015510.html,"paris 14eme,",2080000,espaces atypiques,vente maison 10 pieces 280 m2,"nombre de pieces : 10, surface : 280 m2, nombre de chambres : 4, nombre de salles de bain : 2, terrain : 198 m2, balcon : oui, cave : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : d (210), ges : e (49)"
"maison 75014 384m2 jardin 3490000 z maison d'architecte - alesia au sein d'une impasse discrete, magnifique maison d'architecte de 384 m2 avec 150 m2 de jardin/cour pavee, construite en 2007. au rez-de-chaussee : un double sejour, une cuisine ouverte, une grande chambre avec dressing et salle de bains, buanderie. au premier etage : trois chambres, un bureau et deux salles de bains. au deuxieme etage : un studio independant de 48 m2 avec cuisine et salle de bains. au basement : salle de gym et de",http://www.explorimmo.com/annonce-32812288-1.html,paris 14eme,3490000,agence varenne 8eme,vente maison 10 pieces 384 m2,"nombre de pieces : 10, surface : 384 m2, nombre de chambres : 5, terrain : 150 m2, calme : oui, digicode : oui, interphone : oui, jardin : oui, parking : oui, energie : nc, ges : nc"
"exceptionnel et rare. maison 1900 en parfait etat d'une surface de 240 m2 avec un jardin de 80 m2 et un garage/atelier de 25 m2. en rez de chaussee sureleve : une entree, une double salle de reception, une grande salle a manger donnant sur jardin. en cour anglaise, une grande cuisine dinatoire, une chambre avec salle d'eau, une buanderie. au 1er etage , 2 belles chambres dont une avec grande salle de bains (douche/baignoire). au 2eme etage : 2 chambres avec une salle de bains. cette maison beneficie",http://www.explorimmo.com/annonce-4657822.html,"paris 15eme,",2995000,saint hilaire immobilier,vente maison 7 pieces 240 m2,"nombre de pieces : 7, surface : 240 m2, nombre de chambres : 6, energie : nc, ges : nc"
"dans un quartier residentiel tres protege et recherche appele ''paris jardins'' a draveil (au sud d'orly), laure mismetti de sesame privilege vous propose de venir vivre dans un havre de paix, a quelques minutes de paris, dans une charmante maison meuliere 1930 renovee d'environ 104 m2 utiles sur 3 niveaux. paris jardins, domaine prive de 42 ha, ancien parc du superbe chateau de draveil datant du 18eme siecle, avec pour voisine, la magnifique base regionale de loisirs du port aux cerises. au rez",http://www.explorimmo.com/annonce-4803662.html,"paris 15eme,",450000,sesame privilege,"vente maison 5 pieces 82,64 m2","nombre de pieces : 5, surface : 82,64 m2, nombre de chambres : 4, nombre de salles de bain : 1, terrain : 596 m2, type de chauffage : gaz, exposition : non precise, box : oui, cave : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"lourmel. maison de ville de 145 m2 avec exterieur de 16 m2 oriente plein sud. elle se compose au rez-de-chaussee d'un sejour, salle a manger, cuisine us. 2 chambres au 1er etage, 2 chambres au 2eme etage avec acces aux combles. sous-sol total.",http://www.explorimmo.com/annonce-2802408.html,"paris 15eme,",1100000,consultants immobilier,vente maison 7 pieces 147 m2,"nombre de pieces : 7, surface : 147 m2, nombre de chambres : 5, nombre de salles de bain : 1, balcon : oui, cave : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"magnifique maison individuelle, au cur de paris, avec 278.25m2 de jardin arbore et terrasses ; construction de grand standing datant de 2006 de 195m2, avec acces direct dans un ilot de verdure privatif et protege.rez-de-jardin: une entree spacieuse desservant un sejour lumineux avec cheminee et boiseries, une salle a manger avec 5m de hauteur sous plafond et un acces a une grande terrasse, une cuisine dinatoire avec acces terrasse et un cabinet de toilette. 1er etage: une chambre avec terrasse",http://www.explorimmo.com/annonce-5453682.html,"paris 15eme,",5200000,immobiliere sainte aubane,"vente maison 7 pieces 194,45 m2","nombre de pieces : 7, surface : 194,45 m2, nombre de chambres : 5, nombre de salles de bain : 1, balcon : oui, box : oui, garage : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : c (148), ges : b (8)"
"paris 15 - santos-dumont au coeur de la villa santos dumont, cette maison des annees 1930 d'environ 230m2 habitables comprend: un grand living avec une cuisine americaine, une vaste suite parentale au premier niveau, deux chambres, une salle de bains et un bureau au second niveau puis, sous les combles, une deuxieme suite. au sous-sol, une salle de cinema ainsi qu'une piece-cave a vin ont ete amenagees. renovation haut de gamme, environnement tres privilegie pour ce havre de paix situe a proximite",http://www.explorimmo.com/annonce-5984086.html,paris 15eme,2480000,barnes paris 14-15,vente maison 7 pieces 230 m2,"nombre de pieces : 7, surface : 230 m2, nombre de chambres : 4, nombre de salles de bain : 1, exposition : non precise, salle d'eau : oui, salle de bain : oui, energie : c (124), ges : d (29)"
"15eme metro commerce,. situe a 2 pas de la rue du commerce, fonds de commerce de coiffeur - parfumeur, exploite depuis plus de 20 ans dans boutique de 35 m2 en tres bon etat. appartement independant de 2 pieces, au 1er etage, compris dans le bail, pour un loyer global annuel de 15.500 euros hcht. onglerie en activite connexe autorisee. grande cave en ssol. clientele fidele et reguliere.. copropriete de lots charges annuelles : euros",http://www.explorimmo.com/annonce-6044554.html,paris 15eme,95000,orpi l'agence felix faure,vente maison 3 pieces 57 m2,"nombre de pieces : 3, surface : 57 m2, nombre de chambres : 2, energie : nc, ges : nc"
"15eme metro boucicaut,. sur rue calme, au pied d'un bel immeuble pierre de taille, murs de boutique d'environ 75 m2 de plain pied en 3 ou 4 bureaux avec accueil. ssol 16 m2 amenage en salle de reunion avec acces direct. loue par bail 3/6/9 de 2012 - loyer annuel hc/ht de 24.500 euros. vente des murs libres envisageable avec activite sans nuisance. rentabilite nette frais d'acte inclus de 6.4 %.. . copropriete de 22 lots charges annuelles : 2400 euros",http://www.explorimmo.com/annonce-6044556.html,paris 15eme,360000,orpi l'agence felix faure,vente maison 5 pieces 75 m2,"nombre de pieces : 5, surface : 75 m2, nombre de chambres : 4, energie : nc, ges : nc"
"place du commerce dans une petite rue au calme une tres belle maison de 200 m2 avec de grands volumes. elle se compose d'un grand sejour avec plus de 6 m d'hauteur sous plafond donnant sur une salle a manger avec une cuisine a l'americaine, 3 chambres au 1er niveau, et un bureau au dernier niveau ouvrant sur une une terrasse de 20 m2. au sous-sol se trouve un salon-cinema avec une buanderie et une cave. possibilite d'acquerir une place de parking en face de la maison.",http://www.explorimmo.com/annonce-6575740.html,"paris 15eme,",1900000,novestia immobilier,vente maison 7 pieces 200 m2,"nombre de pieces : 7, surface : 200 m2, nombre de chambres : 4, parking : oui, energie : nc, ges : nc"
"- paris 15 - lourmel - maison de ville au cur du 15eme sur 2 niveaux comprenant au rdc, une cuisine ouverte, un sejour, une salle a manger s'ouvrant sur un jardin. les 2 etages superieurs se composent de 4 chambres. produit rare a paris. le bien comprends egalement des combles et un sous sol amenageable. a voir sans tarder.",http://www.explorimmo.com/annonce-5349714.html,"paris 15eme,",1100000,connexion immobilier,vente maison 7 pieces 147 m2,"nombre de pieces : 7, surface : 147 m2, nombre de chambres : 5, cave : oui, energie : nc, ges : nc"
"paris xveme, proche mairie, maison de 320 m2 nichee dans un joli square arbore. belle maison datant des annees 30 entierement renovee en 2004, beneficie de 6 chambres dont une au rc ( chambre de service), 4 salles de bains.elle beneficie de 3 etages avec ascenseur vitre panoramique, balcons, terrasse plein sud, piscine interieure, sauna, buanderie, sous sol (65m2), cave,1 box ferme et un emplacement de parking dans le square.",http://www.explorimmo.com/annonce-6599910.html,"paris 15eme,",3330000,antonia rivoire immobilier,vente maison 9 pieces 320 m2,"nombre de pieces : 9, surface : 320 m2, nombre de chambres : 6, terrain : 4 m2, ascenseur : oui, balcon : oui, box : oui, garage : oui, parking : oui, terrasse : oui, energie : d (209), ges : e (49)"
"paris 15 - cambronne a deux pas du metro cambronne une maison belle epoque d'environ 246 m2 habitables, orientee est-ouest cache un jardin secret de 78 m2. elle propose sur les 4 niveaux de son batiment principal:une entree, une cuisine, une grande salle a manger ouverte sur une veranda de 35 m2, a l'etage un salon volumineux (environ 6m de hsp) avec une mezzanine, 3 chambres, 2 salles de bain, des toilettes. un salon de musique dans une salle voutee en pierres apparentes , une cave a vin et un",http://www.explorimmo.com/annonce-5995584.html,paris 15eme,2495000,barnes paris 14-15,vente maison 7 pieces 246 m2,"nombre de pieces : 7, surface : 246 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 78 m2, exposition : non precise, cheminee : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"paris xveme - rue du commerce - comme une maison - 4 pieces - refait a neuf par architecte - patio de 25m2- efficity l'agence immobiliere qui estime votre bien en ligne vous propose ce 4 pieces au calme et lumineux de 95m2 carrez avec un patio de 25m2. cet appartement se compose d'une salle a manger, d'un sejour donnant sur la terrasse interieur, de 2 chambres avec possibilite d'une 3eme, d'une cuisine ouverte, d'une salle de bain et d'une salle d'eau. au pied des commerces et des transports-efficity",http://www.explorimmo.com/annonce-6310554.html,"paris 15eme,",965000,efficity,vente maison 4 pieces 110 m2,"nombre de pieces : 4, surface : 110 m2, nombre de chambres : 3, nombre de salles de bain : 1, type de chauffage : gaz, exposition : est, interphone : oui, salle de bain : oui, energie : d (153), ges : d (35)"
"au sein d'un ensemble de 8 ateliers d'artistes, triplex de plus de 130 m2 utiles (105 m2 carrez) avec terrasse privative sur les toits de 17 m2. entierement renove par architecte cette surface atypique est batie sur 3 niveaux dont la circulation tourne autour de la verriere zenithale. vous y trouvez, 2 salons, une cuisine avec salle a manger, 3 chambres dont une suite parentale et deux salles d'eau. une cave, un espace commun pour stockage bois et la terrasse amenagee en rooftop viennent completer",http://www.explorimmo.com/annonce-6844860.html,"paris 15eme,",1133000,bristol immobilier,vente maison 7 pieces 105 m2,"nombre de pieces : 7, surface : 105 m2, nombre de chambres : 3, cave : oui, energie : e (308), ges : f (72)"
"exceptionnel ! parmi nos offres, nous vous proposons une maison de ville de 145 m2 orientee plein sud, avec 16 m2 de jardin en plein paris. la maison se compose, au rez-de-chaussee, d'un sejour, d'une salle a manger et d'une cuisine ouverte, et de 2 chambres au 1er etage ainsi qu'au 2me etage. elle compte egalement une salle de bains, une salle d'eau et 3 wc independants. balcon. une cave. sous-sol et grenier sur toute la maison. buanderie.",http://www.explorimmo.com/annonce-6967516.html,"paris 15eme,",1100000,agence dupleix,vente maison 7 pieces 145 m2,"nombre de pieces : 7, surface : 145 m2, nombre de chambres : 5, type de chauffage : gaz, exposition : sud, balcon : oui, cave : oui, jardin : oui, energie : g (451), ges : g (81)"
"hotel particulier 1900 eleve sur 3 niveaux ayant conserve tout son cachet et ses volumes. idealement situe au calme d'une voie privee, lumineux, ensoleille et beneficiant de prestations et d'equipements d'exception: terrasses, piscine, ascenseur, garage et parking. il comprend: vaste entree avec ascenseur, double sejour, cuisine et salle a manger sur terrasse d'environ 30 m2 sans vis a vis, 5 chambres, bureau, 2 salles de bains, 2 salles d'eau. garage et place de parking. buanderie, sous-sol, cave,",http://www.explorimmo.com/annonce-7084518.html,"paris 15eme,",3330000,breteuil immobilier,vente maison 9 pieces 300 m2,"nombre de pieces : 9, surface : 300 m2, nombre de chambres : 6, nombre de salles de bain : 3, terrain : 30 m2, type de chauffage : chauffage central chauffage central, statut : libre, exposition : sud sud, ascenseur : oui, balcon : oui, cave : oui, cheminee : oui, garage : oui, parking : oui, piscine : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, vue degagee : oui, energie : d (209), ges : e (49)"
"en plein coeur de passy, hotel particulier ayant garder ses elements d'origine et possedant un grand jardin arbore d'environ 150 m2. entree, bureau, salon, salle a manger, 6 chambres, 2 salles de bains, buanderie. grenier, sous-sol, cave a vins. grand garage de plain pied.",http://www.explorimmo.com/annonce-4719454.html,"paris 16eme,",3300000,breteuil immobilier,vente maison 9 pieces 211 m2,"nombre de pieces : 9, surface : 211 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 150 m2, type de chauffage : chauffage central, statut : libre, exposition : sud, balcon : oui, cave : oui, cheminee : oui, garage : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, energie : nc, ges : nc"
